land_or_marine,mean_Q601_asphalting_sand,mean_Q602_building_soft_sand,mean_Q603_concreting_sand,mean_Q604_bituminous_gravel,mean_Q605_concreting_gravel,mean_Q606_other_gravel,mean_Q607_constructional_fill,movement_Q601_asphalting_sand,movement_Q602_building_soft_sand,movement_Q603_concreting_sand,movement_Q604_bituminous_gravel,movement_Q605_concreting_gravel,movement_Q606_other_gravel,movement_Q607_constructional_fill,region,responder_id,strata
L,0,0,-0.5,0,-0.5,0,-0.5,0,0,0,0,0,0,-1,1,231,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,-1,14,231,E
L,0,0.191104085,-0.233531176,0,-0.055776172,-0.118927682,0.015977961,0,0.095545513,0,0,0,0,0,10,4138,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.095545513,0,0,0,0,0,14,4138,E
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,0.245999191,0,0,0,0,0,9,11814,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.245999191,0,0,0,0,0,14,11814,E
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,-0.857614899,-0.03393028,0,0,0,0,0,9,15243,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-0.857614899,-0.03393028,0,0,0,0,0,14,15243,D
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,-0.057142857,0,0,0,0,0.186046512,7,230847,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.057142857,0,0,0,0,0.186046512,14,230847,E
L,-0.051260965,0.008485515,0.702950895,-0.125,-0.204166222,-0.25584682,-0.180659515,0,0.050295858,0.253968254,0,-0.252396166,0.89110958,-0.401414309,11,239958,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.050295858,0.253968254,0,-0.252396166,0.89110958,-0.401414309,14,239958,E
L,0,-0.063489009,-0.152832733,0,-0.126999432,-0.086283347,-0.221112545,0,0.135671953,-0.174068966,0,-0.539845758,0,0,6,244184,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.135671953,-0.174068966,0,-0.539845758,0,0,14,244184,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,-0.280798348,-0.242120344,0,0.220447284,-0.060616803,-0.0078125,12,516741,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.280798348,-0.242120344,0,0.220447284,-0.060616803,-0.0078125,14,516741,E
L,0.199367696,0.132934392,0.119379875,0,-0.026708137,0.155231611,0.013070458,-0.269318182,-0.067490654,0.108856089,0,0.114605544,1.2965156,0,5,522204,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-0.269318182,-0.067490654,0.108856089,0,0.114605544,1.2965156,0,14,522204,D
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,-1,0,0,0,0,0,9,626359,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-1,0,0,0,0,0,14,626359,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0.06043956,0,0,0,0,10.55,7,665849,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.06043956,0,0,0,0,10.55,14,665849,E
L,-0.166666667,0.019829194,-0.038332059,0,-0.143749676,0.022342228,-0.217836257,0,0.315614618,0.029266907,0,-0.029164722,0.134053367,-0.807017544,5,707021,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.315614618,0.029266907,0,-0.029164722,0.134053367,-0.807017544,14,707021,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0.272727273,0.074204947,0,0.56049755,0,-0.372274143,7,1822023,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.272727273,0.074204947,0,0.56049755,0,-0.372274143,14,1822023,E
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,0,-0.204665084,-0.102384967,0,0.364523784,0,0,9,2138849,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.204665084,-0.102384967,0,0.364523784,0,0,14,2138849,D
L,-0.11524159,0.142586979,0.209899248,0,0.41783607,-0.11390751,-0.216541797,-0.03697792,-0.472508399,0,0,0,0,-1,3,4417595,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,-0.03697792,-0.472508399,0,0,0,0,-1,14,4417595,E
L,0,-0.053062897,0.084033613,0,0,0,-0.963779505,0,-0.053062897,0.084033613,0,0,0,-0.963779505,1,4541389,B1
L,0.043344685,-0.026417415,0.012752196,-0.02971103,0.013531132,-0.053521663,1.197045482,0,-0.053062897,0.084033613,0,0,0,-0.963779505,14,4541389,B1
L,0,0.191104085,-0.233531176,0,-0.055776172,-0.118927682,0.015977961,0,0,0,0,0,-0.332080902,0,10,4827472,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,-0.332080902,0,14,4827472,E
L,0.143653653,-0.078450408,-0.290685509,0,-0.209364993,-0.135575209,-0.188833305,0,0.087912088,0.06562986,0,0.045023174,0.014644351,0,2,4892970,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.087912088,0.06562986,0,0.045023174,0.014644351,0,14,4892970,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0.669718052,0.307281229,0,-0.104068858,0.027559055,0,12,6376647,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.669718052,0.307281229,0,-0.104068858,0.027559055,0,14,6376647,E
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,0,0,0,0,0,-0.013368984,9,8600642,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,-0.013368984,14,8600642,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0,-0.147030651,0,-0.046575342,-0.216501115,-0.164457278,12,8623919,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.147030651,0,-0.046575342,-0.216501115,-0.164457278,14,8623919,E
L,0.143653653,-0.078450408,-0.290685509,0,-0.209364993,-0.135575209,-0.188833305,0,0,-1,0,0,0,0,2,10255597,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-1,0,0,0,0,14,10255597,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,-0.257823715,0,0,0,0,-0.844086022,12,10255598,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.257823715,0,0,0,0,-0.844086022,14,10255598,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0,0,0,0,0,0,12,10255608,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,0,14,10255608,E
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,-0.482758621,0,0,0,0,0,9,10255615,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.482758621,0,0,0,0,0,14,10255615,E
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,0,0,-0.303334195,0,0.252026724,0,0,9,10255635,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0,-0.303334195,0,0.252026724,0,0,14,10255635,D
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,-0.383399659,0,0,0,0,0,9,10255641,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.383399659,0,0,0,0,0,14,10255641,E
L,0,0.057464275,0.120021434,0,-0.008347538,-0.04293881,0.484670853,0,0.11492855,-0.002492911,0,-0.016695075,-0.08587762,0.675583433,10,10255642,A
L,0,0.038309517,0.151442861,1,5.161101642,-0.361959207,0.323113902,0,0.11492855,-0.002492911,0,-0.016695075,-0.08587762,0.675583433,14,10255642,A
L,-0.051260965,0.008485515,0.702950895,-0.125,-0.204166222,-0.25584682,-0.180659515,0,0,0,0,0,-0.791836735,-0.815384615,11,10255644,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,-0.791836735,-0.815384615,14,10255644,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0,0,0,0,0,0,12,10255645,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,0,14,10255645,E
L,0.078615021,-0.065292753,-0.082866539,0,0.237954781,0.137629439,-0.152935581,0,0,-0.127027237,0,0.107379891,0,0,6,10255648,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0,-0.127027237,0,0.107379891,0,0,14,10255648,D
L,-0.067145948,1.190986816,-0.004144422,-0.003652597,0.12139493,-0.142598821,0.017430947,-1,0.465740741,0.529384787,0,0.204778157,-0.000737,0,12,10255660,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-1,0.465740741,0.529384787,0,0.204778157,-0.000737,0,14,10255660,D
L,0.143653653,-0.078450408,-0.290685509,0,-0.209364993,-0.135575209,-0.188833305,0,-0.032680701,0,0,0,0,0,2,10255663,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.032680701,0,0,0,0,0,14,10255663,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0,0.082529475,0,-0.944694245,0,0,12,10255664,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0.082529475,0,-0.944694245,0,0,14,10255664,E
L,-0.051260965,0.008485515,0.702950895,-0.125,-0.204166222,-0.25584682,-0.180659515,0,0,-0.249084249,0,-0.333333333,-0.127982646,0,11,10255666,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.249084249,0,-0.333333333,-0.127982646,0,14,10255666,E
L,-0.034532953,-0.289882562,-0.142554856,0,0,0.081132075,-0.345619372,-0.138131814,-0.199274671,-0.023464923,0,0,0.324528302,0,3,10255674,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-0.138131814,-0.199274671,-0.023464923,0,0,0.324528302,0,14,10255674,D
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0,-0.082265249,0,-0.090271594,0,0,7,10255678,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.082265249,0,-0.090271594,0,0,14,10255678,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,-0.044867855,0.301936547,0,-0.449772909,0,0,7,10255687,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.044867855,0.301936547,0,-0.449772909,0,0,14,10255687,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0,0,0,0,0,1.359639233,7,10255693,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,1.359639233,14,10255693,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0,0,0,0,0,0,7,10255694,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,0,14,10255694,E
L,-0.11524159,0.142586979,0.209899248,0,0.41783607,-0.11390751,-0.216541797,0,-0.198709677,-0.875,0,0,0,-1,3,10255696,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.198709677,-0.875,0,0,0,-1,14,10255696,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0,0,0,-1,0,0,12,10255699,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,-1,0,0,14,10255699,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0.040785498,0.282241015,0,-0.754532775,0,-1,7,10255702,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.040785498,0.282241015,0,-0.754532775,0,-1,14,10255702,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0,0,0,0,0,-1,12,10255706,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,-1,14,10255706,E
L,0,0.191104085,-0.233531176,0,-0.055776172,-0.118927682,0.015977961,0,-0.036203014,0.087747675,0,0,0,0,10,10255712,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.036203014,0.087747675,0,0,0,0,14,10255712,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0,0,0,0,0,1.263513514,12,10255713,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,1.263513514,14,10255713,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,-0.382352941,-0.464788732,0,-0.026627219,-0.355555556,-0.409722222,7,10255716,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.382352941,-0.464788732,0,-0.026627219,-0.355555556,-0.409722222,14,10255716,E
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,0,0,0,0,0,0,9,10255719,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,0,14,10255719,E
L,0.078615021,-0.065292753,-0.082866539,0,0.237954781,0.137629439,-0.152935581,0.005843457,0,-0.005418343,0,0,0.378808031,0,6,10255720,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0.005843457,0,-0.005418343,0,0,0.378808031,0,14,10255720,D
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,0,-0.441317278,0,-0.568442087,1.642819007,-1,9,10255723,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.441317278,0,-0.568442087,1.642819007,-1,14,10255723,E
L,-0.11524159,0.142586979,0.209899248,0,0.41783607,-0.11390751,-0.216541797,0,0,0.229069642,0,0,0,-0.200372575,3,10255733,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0.229069642,0,0,0,-0.200372575,14,10255733,E
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,0,0,-0.032405642,0,0.403489235,0,0,9,10255742,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0,-0.032405642,0,0.403489235,0,0,14,10255742,D
L,0.143653653,-0.078450408,-0.290685509,0,-0.209364993,-0.135575209,-0.188833305,0,0.666666667,-0.866666667,0,-0.8,-0.428571429,0,2,10255746,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.666666667,-0.866666667,0,-0.8,-0.428571429,0,14,10255746,E
L,-0.11524159,0.142586979,0.209899248,0,0.41783607,-0.11390751,-0.216541797,0,-0.62603257,0,0,0,0,0,3,10255758,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.62603257,0,0,0,0,0,14,10255758,E
L,-0.11524159,0.142586979,0.209899248,0,0.41783607,-0.11390751,-0.216541797,-0.119911286,0,2.739919355,0,1.898280098,0,0,3,10255759,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,-0.119911286,0,2.739919355,0,1.898280098,0,0,14,10255759,E
L,-0.051260965,0.008485515,0.702950895,-0.125,-0.204166222,-0.25584682,-0.180659515,0,0,-0.285714286,-1,-0.5,0,0,11,10255760,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.285714286,-1,-0.5,0,0,14,10255760,E
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,0,0.008965614,0,0,0,0,0,9,10255761,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0.008965614,0,0,0,0,0,14,10255761,D
L,-0.11524159,0.142586979,0.209899248,0,0.41783607,-0.11390751,-0.216541797,-1,0,0,0,0,0,0,3,10255762,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,-1,0,0,0,0,0,0,14,10255762,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0.051282051,0,0,0,0,0,12,10255768,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.051282051,0,0,0,0,0,14,10255768,E
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,-0.013050571,0,0,0,0,-0.014869888,9,10255776,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.013050571,0,0,0,0,-0.014869888,14,10255776,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0,0,0,0,4.285714286,1.816901408,12,10255787,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,4.285714286,1.816901408,14,10255787,E
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,0,-0.246435845,0,0,-0.24618204,0,9,10255794,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.246435845,0,0,-0.24618204,0,14,10255794,E
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,0,-0.39307605,0,-0.286032495,-0.370116483,0,9,10255805,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.39307605,0,-0.286032495,-0.370116483,0,14,10255805,E
L,0.143653653,-0.078450408,-0.290685509,0,-0.209364993,-0.135575209,-0.188833305,0,0,-0.236363636,0,0,0,-0.103139013,2,10255812,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.236363636,0,0,0,-0.103139013,14,10255812,E
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,0,-0.07710396,0,1.276521739,0.221418234,-1,9,10255845,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.07710396,0,1.276521739,0.221418234,-1,14,10255845,E
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,-0.198438784,-0.22499657,-0.257911091,0,-0.282965253,-0.190774655,0,9,10255857,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-0.198438784,-0.22499657,-0.257911091,0,-0.282965253,-0.190774655,0,14,10255857,D
L,-0.051260965,0.008485515,0.702950895,-0.125,-0.204166222,-0.25584682,-0.180659515,0,0,-0.333333333,0,-0.433566434,-0.426843318,-0.300261097,11,10255861,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.333333333,0,-0.433566434,-0.426843318,-0.300261097,14,10255861,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,-0.406995231,-0.567852437,0,0.227651967,0.565151515,-0.567209776,7,10255864,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.406995231,-0.567852437,0,0.227651967,0.565151515,-0.567209776,14,10255864,E
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,-0.933054393,-1,0,-0.550955414,-0.973576543,-0.548009368,12,10255869,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.933054393,-1,0,-0.550955414,-0.973576543,-0.548009368,14,10255869,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,1.716240616,0,0,0,-1,0,7,10255875,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,1.716240616,0,0,0,-1,0,14,10255875,E
L,-0.166666667,0.019829194,-0.038332059,0,-0.143749676,0.022342228,-0.217836257,0,-0.241462003,0,0,0,0,0,5,10255886,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.241462003,0,0,0,0,0,14,10255886,E
M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10255889,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0,0,0,0,0,14,10255889,M
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,0,0.101239669,0,0.031913232,0,-1,9,10255897,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0.101239669,0,0.031913232,0,-1,14,10255897,M
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,0,0,0,0,0,0,9,10255929,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0,0,0,0,0,14,10255929,M
L,0,-0.063489009,-0.152832733,0,-0.126999432,-0.086283347,-0.221112545,0,-0.75,-1,0,0,0,0,6,99889290,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.75,-1,0,0,0,0,14,99889290,E
L,0.078615021,-0.065292753,-0.082866539,0,0.237954781,0.137629439,-0.152935581,0.005843457,0,-0.005418343,0,0,0.378808031,0,6,99889294,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0.005843457,0,-0.005418343,0,0,0.378808031,0,14,99889294,D
L,0,-0.139253031,-0.015481293,0,0.096139801,0.030931346,3.436358768,0,0,0.007468086,0,0.566635766,0.0611777,9.75,5,99889312,B1
L,0.043344685,-0.026417415,0.012752196,-0.02971103,0.013531132,-0.053521663,1.197045482,0,0,0.007468086,0,0.566635766,0.0611777,9.75,14,99889312,B1
L,-0.166666667,0.019829194,-0.038332059,0,-0.143749676,0.022342228,-0.217836257,0,0,0,0,0,0,0,5,99889317,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,0,14,99889317,E
L,0.143653653,-0.078450408,-0.290685509,0,-0.209364993,-0.135575209,-0.188833305,0,0,-0.842607438,0,-0.630373977,-1,-1,2,99889324,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.842607438,0,-0.630373977,-1,-1,14,99889324,E
L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,99889337,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0,0,0,0,0,0,14,99889337,C
L,7.181445824,-0.171574852,5.531425402,0,-0.126540986,0.041047662,-0.018697911,0,-0.972719523,0.333439328,0,-0.440640178,1.327225131,-0.306370605,7,99889366,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.972719523,0.333439328,0,-0.440640178,1.327225131,-0.306370605,14,99889366,D
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,-0.029545455,0.016525424,0,0,-0.247314185,0.078156313,7,99889369,E
