land_or_marine,mean_Q601_asphalting_sand,mean_Q602_building_soft_sand,mean_Q603_concreting_sand,mean_Q604_bituminous_gravel,mean_Q605_concreting_gravel,mean_Q606_other_gravel,mean_Q607_constructional_fill,movement_Q601_asphalting_sand,movement_Q602_building_soft_sand,movement_Q603_concreting_sand,movement_Q604_bituminous_gravel,movement_Q605_concreting_gravel,movement_Q606_other_gravel,movement_Q607_constructional_fill,region,responder_id,strata
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.029545455,0.016525424,0,0,-0.247314185,0.078156313,14,99889369,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,4,0.541451805,0,0.72945571,2.074074074,0.462264151,7,99889373,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,4,0.541451805,0,0.72945571,2.074074074,0.462264151,14,99889373,E
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0.085436893,2.289804469,0,-0.192977191,0.766344514,0.002949853,7,99889375,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.085436893,2.289804469,0,-0.192977191,0.766344514,0.002949853,14,99889375,E
L,7.181445824,-0.171574852,5.531425402,0,-0.126540986,0.041047662,-0.018697911,-1,0.172704132,-0.015616568,0,0.209373748,0.046417214,0.360215054,7,99889382,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-1,0.172704132,-0.015616568,0,0.209373748,0.046417214,0.360215054,14,99889382,D
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0.029045643,5.383116883,0,0.477446584,-0.088427387,0.03052422,7,99889385,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.029045643,5.383116883,0,0.477446584,-0.088427387,0.03052422,14,99889385,E
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,0,0,0,-0.089665914,0,0,9,99889400,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0,0,-0.089665914,0,0,14,99889400,M
M,0,-0.157592093,-0.065816217,0,0,-0.452373194,0,0,0,0.033650794,0,0,0,0,1,99889401,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0.033650794,0,0,0,0,14,99889401,M
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,0.63797942,-0.027159113,0,0.278827074,-0.168459602,-0.134245592,9,99889403,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0.63797942,-0.027159113,0,0.278827074,-0.168459602,-0.134245592,14,99889403,M
M,0,-0.107830271,0.074918305,0,-0.030739555,0.017541001,0.421743823,0,-0.61443662,0.087671937,0,-0.184437331,0.105246008,0.621372032,10,99889405,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,-0.61443662,0.087671937,0,-0.184437331,0.105246008,0.621372032,14,99889405,M
L,0.031042654,-0.028768545,-0.016133149,0,-0.138211627,-0.11679015,-0.132464146,0,0,-0.239273363,0,-0.214344975,0,0,10,99889414,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0,-0.239273363,0,-0.214344975,0,0,14,99889414,D
L,0,0.191104085,-0.233531176,0,-0.055776172,-0.118927682,0.015977961,0,0,-0.03960737,0,0,0,0,10,99889415,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.03960737,0,0,0,0,14,99889415,E
L,-0.004667681,0,-0.000191,-0.333333333,-0.030838364,-0.266736578,-0.05848611,-0.014003044,0,-0.129222108,0,0.470258303,-0.303542904,0,2,99889443,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-0.014003044,0,-0.129222108,0,0.470258303,-0.303542904,0,14,99889443,D
L,0,-0.063489009,-0.152832733,0,-0.126999432,-0.086283347,-0.221112545,0,0,0.022143185,0,0.020393975,0.38659956,-0.520204366,6,99889447,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0.022143185,0,0.020393975,0.38659956,-0.520204366,14,99889447,E
L,0,-0.063489009,-0.152832733,0,-0.126999432,-0.086283347,-0.221112545,0,0,-0.18073403,0,0.187470998,-0.163149684,0,6,99889451,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,-0.18073403,0,0.187470998,-0.163149684,0,14,99889451,E
L,-0.134304182,-0.07286916,0.100951816,0,0.228069787,0.221928589,0.13657786,0.608683068,-0.12689528,0,0,0,0,1.313380282,7,99889453,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0.608683068,-0.12689528,0,0,0,0,1.313380282,14,99889453,C
L,-0.004667681,0,-0.000191,-0.333333333,-0.030838364,-0.266736578,-0.05848611,0,0,0.096174212,-1,-0.282145782,-0.496666829,-0.175458329,2,99889464,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0,0.096174212,-1,-0.282145782,-0.496666829,-0.175458329,14,99889464,D
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,0,0,0.106693688,0,-0.082524167,0.404122542,-0.281629393,9,99889468,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0,0.106693688,0,-0.082524167,0.404122542,-0.281629393,14,99889468,D
L,0.199367696,0.132934392,0.119379875,0,-0.026708137,0.155231611,0.013070458,0,0.027474293,0.196108759,0,-0.135021097,0.045217957,0,5,99889478,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0.027474293,0.196108759,0,-0.135021097,0.045217957,0,14,99889478,D
L,0,0.010696314,0.133319897,0,-0.056060816,-0.086743723,0.165025626,0,0.021392627,0,0,0,-0.173487446,-0.00230169,9,99889485,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0.021392627,0,0,0,-0.173487446,-0.00230169,14,99889485,C
L,7.181445824,-0.171574852,5.531425402,0,-0.126540986,0.041047662,-0.018697911,0,0,-0.259563658,0,-0.089469609,-0.068295035,-0.258416817,7,99889493,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0,-0.259563658,0,-0.089469609,-0.068295035,-0.258416817,14,99889493,D
L,-0.00499299,0.170049513,0.255779517,0,0.008146795,0.11913277,0.702796324,0,0,0,0,0,0,0,7,99889496,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0,0,0,0,0,0,14,99889496,E
L,0,-0.139253031,-0.015481293,0,0.096139801,0.030931346,3.436358768,0,-0.0332454,-0.115208417,0,-0.171784232,0.249170818,1.300099701,5,99889503,B1
L,0.043344685,-0.026417415,0.012752196,-0.02971103,0.013531132,-0.053521663,1.197045482,0,-0.0332454,-0.115208417,0,-0.171784232,0.249170818,1.300099701,14,99889503,B1
L,0.006036375,-0.001355807,0.186037861,0,0.445190796,0.046923641,0.589090077,0,-0.076923077,0.174227037,0,0.067065615,-0.036021926,0.140087252,6,99889508,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,-0.076923077,0.174227037,0,0.067065615,-0.036021926,0.140087252,14,99889508,C
L,0.078615021,-0.065292753,-0.082866539,0,0.237954781,0.137629439,-0.152935581,0.333095796,-0.052219931,-0.645454545,0,0,0,-0.219512195,6,99889511,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0.333095796,-0.052219931,-0.645454545,0,0,0,-0.219512195,14,99889511,D
L,0.392094937,0.053160671,-0.277618358,0,0.696296296,-0.565924404,0.193795814,0,-0.128514056,-0.07790525,0,2.088888889,0.084097102,-0.201271186,1,99889517,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.128514056,-0.07790525,0,2.088888889,0.084097102,-0.201271186,14,99889517,D
L,0.078615021,-0.065292753,-0.082866539,0,0.237954781,0.137629439,-0.152935581,0,-0.157498552,-0.006725373,0,2.245944926,0.542527437,0,6,99889522,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.157498552,-0.006725373,0,2.245944926,0.542527437,0,14,99889522,D
L,0.307449105,0.022060958,0.027603206,0,0,0,1.654737206,0.307449105,0.022060958,0.027603206,0,0,0,1.654737206,3,99889523,B1
L,0.043344685,-0.026417415,0.012752196,-0.02971103,0.013531132,-0.053521663,1.197045482,0.307449105,0.022060958,0.027603206,0,0,0,1.654737206,14,99889523,B1
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,-0.222222222,-0.168131115,-0.07101131,0,0,0,-0.444475299,9,99889527,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-0.222222222,-0.168131115,-0.07101131,0,0,0,-0.444475299,14,99889527,D
L,0.572080887,0.308071247,-0.10534707,-0.205627706,-0.110772525,0.175136612,1.37011518,0,0.38638963,0.305027156,0,-0.040926002,0.420905159,1.195530726,2,99889528,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0.38638963,0.305027156,0,-0.040926002,0.420905159,1.195530726,14,99889528,C
L,0,-0.139253031,-0.015481293,0,0.096139801,0.030931346,3.436358768,0,-0.384513692,0.061296453,0,-0.106432132,-0.217554479,-0.741023395,5,99889529,B1
L,0.043344685,-0.026417415,0.012752196,-0.02971103,0.013531132,-0.053521663,1.197045482,0,-0.384513692,0.061296453,0,-0.106432132,-0.217554479,-0.741023395,14,99889529,B1
L,0,0.139423217,-0.064933786,0,0.376148423,0.210160067,1.015606335,0,0.470408986,-0.084115339,0,0.899524779,0.783037975,2.72,5,99889530,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0.470408986,-0.084115339,0,0.899524779,0.783037975,2.72,14,99889530,C
L,0.199367696,0.132934392,0.119379875,0,-0.026708137,0.155231611,0.013070458,0,-0.109778044,0.061134356,0,-0.411099552,-0.120991346,0.117634125,5,99889536,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.109778044,0.061134356,0,-0.411099552,-0.120991346,0.117634125,14,99889536,D
L,0.199367696,0.132934392,0.119379875,0,-0.026708137,0.155231611,0.013070458,0,-0.027492177,0.104749042,0,0,-0.369517544,0,5,99889541,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.027492177,0.104749042,0,0,-0.369517544,0,14,99889541,D
L,0.153276396,0.016877181,-0.240649323,0,0.14261242,-0.014833386,-0.111899133,0.153276396,0.016877181,-0.240649323,0,0.14261242,-0.014833386,-0.111899133,12,99889561,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0.153276396,0.016877181,-0.240649323,0,0.14261242,-0.014833386,-0.111899133,14,99889561,C
L,-0.067145948,1.190986816,-0.004144422,-0.003652597,0.12139493,-0.142598821,0.017430947,0,-0.527859238,0.028334974,0,0.318006338,-0.063265749,0.197368421,12,99889563,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.527859238,0.028334974,0,0.318006338,-0.063265749,0.197368421,14,99889563,D
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,0,0.233041176,0,0.100161261,-0.39333513,0,9,99889567,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0.233041176,0,0.100161261,-0.39333513,0,14,99889567,M
L,0.006036375,-0.001355807,0.186037861,0,0.445190796,0.046923641,0.589090077,0,0.064720812,0.249116645,0,0.238399399,0.820882222,4.341232227,6,99889569,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0.064720812,0.249116645,0,0.238399399,0.820882222,4.341232227,14,99889569,C
M,0,-0.107830271,0.074918305,0,-0.030739555,0.017541001,0.421743823,0,-0.001712711,0.056493202,0,0,0,1.909090909,10,99889587,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,-0.001712711,0.056493202,0,0,0,1.909090909,14,99889587,M
M,0,-0.199057233,30.11787086,0,0.292085273,-0.151985395,-0.018691589,0,0.031931879,-0.193577031,0,0,-0.063897764,-0.130841121,11,99889591,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0.031931879,-0.193577031,0,0,-0.063897764,-0.130841121,14,99889591,M
L,0.078615021,-0.065292753,-0.082866539,0,0.237954781,0.137629439,-0.152935581,0.226775956,-0.346163917,-0.071130591,0,0,-0.150443497,-0.044414536,6,99889598,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0.226775956,-0.346163917,-0.071130591,0,0,-0.150443497,-0.044414536,14,99889598,D
L,-0.051260965,0.008485515,0.702950895,-0.125,-0.204166222,-0.25584682,-0.180659515,-0.410087719,-0.131944444,-0.181413858,0,-0.208520179,-1,0.071783904,11,99889606,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,-0.410087719,-0.131944444,-0.181413858,0,-0.208520179,-1,0.071783904,14,99889606,E
L,0,0.139423217,-0.064933786,0,0.376148423,0.210160067,1.015606335,0,0,-0.322278707,0,0.21383416,-0.160003749,1.25328084,5,99889616,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0,-0.322278707,0,0.21383416,-0.160003749,1.25328084,14,99889616,C
L,0.02755102,0.070334767,-0.013775449,-0.089133089,-0.033371155,-0.191496336,-0.075541556,-1,0.153471139,-0.156400473,0,-0.091631807,-0.47689833,-0.226624668,7,99889623,B1
L,0.043344685,-0.026417415,0.012752196,-0.02971103,0.013531132,-0.053521663,1.197045482,-1,0.153471139,-0.156400473,0,-0.091631807,-0.47689833,-0.226624668,14,99889623,B1
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,1.078454333,0.15580464,0,-0.030107709,0.023903843,-0.004336631,9,99889643,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,1.078454333,0.15580464,0,-0.030107709,0.023903843,-0.004336631,14,99889643,M
L,0.572080887,0.308071247,-0.10534707,-0.205627706,-0.110772525,0.175136612,1.37011518,0,0.363756614,-0.372432627,-0.616883117,-0.208978873,0.124659495,3.1,2,99889652,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0.363756614,-0.372432627,-0.616883117,-0.208978873,0.124659495,3.1,14,99889652,C
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,-0.277968791,0,-0.161854791,0,-0.015767296,0.056982567,1.09991942,9,99889673,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,-0.277968791,0,-0.161854791,0,-0.015767296,0.056982567,1.09991942,14,99889673,M
M,0,-0.199057233,30.11787086,0,0.292085273,-0.151985395,-0.018691589,0,0,1.418080749,0,0,0,0,11,99889867,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,1.418080749,0,0,0,0,14,99889867,M
L,7.181445824,-0.171574852,5.531425402,0,-0.126540986,0.041047662,-0.018697911,96.20454545,0.337740747,-0.162080739,0,0.246772969,-0.198525799,-0.167372283,7,99889911,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,96.20454545,0.337740747,-0.162080739,0,0.246772969,-0.198525799,-0.167372283,14,99889911,D
L,-0.067145948,1.190986816,-0.004144422,-0.003652597,0.12139493,-0.142598821,0.017430947,0.513274336,0,0.065804863,0,-0.19688676,-0.158044684,-0.492640693,12,99889928,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0.513274336,0,0.065804863,0,-0.19688676,-0.158044684,-0.492640693,14,99889928,D
L,-0.067145948,1.190986816,-0.004144422,-0.003652597,0.12139493,-0.142598821,0.017430947,-0.281070746,0,-0.131095051,0,0,-0.280723597,0.061550152,12,99889930,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-0.281070746,0,-0.131095051,0,0,-0.280723597,0.061550152,14,99889930,D
L,-0.012355179,-0.117019413,-0.102478685,0,0.006135814,0.105352506,-0.133405784,0,-0.610162763,-0.005785301,0,0.144791667,-0.105047495,-0.326173673,9,99889935,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,-0.610162763,-0.005785301,0,0.144791667,-0.105047495,-0.326173673,14,99889935,E
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,-1,-0.059418566,0,-0.669652856,-0.090008133,0.173724293,9,99889938,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,-1,-0.059418566,0,-0.669652856,-0.090008133,0.173724293,14,99889938,M
L,-0.011344514,0.189824608,0.047957581,-0.017553563,-0.094882319,0.281080301,0.65318163,0,0.006042296,-0.55878682,0,-0.196918115,-0.181964573,0,12,99889940,E
L,-0.012124809,0.081107708,0.043699231,-0.011188157,-0.042917316,0.065069992,0.219834604,0,0.006042296,-0.55878682,0,-0.196918115,-0.181964573,0,14,99889940,E
M,0,-0.300442201,-0.198788023,0,0,0,0,0,-0.071534852,-0.397576046,0,0,0,0,3,99889947,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,-0.071534852,-0.397576046,0,0,0,0,14,99889947,M
L,0.199367696,0.132934392,0.119379875,0,-0.026708137,0.155231611,0.013070458,0,-0.135606874,0.152295731,0,0.175850966,0,0,5,99889951,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.135606874,0.152295731,0,0.175850966,0,0,14,99889951,D
L,-0.067145948,1.190986816,-0.004144422,-0.003652597,0.12139493,-0.142598821,0.017430947,0,19,-0.220612786,0,-0.054794521,-0.431282366,1.8,12,99889957,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,19,-0.220612786,0,-0.054794521,-0.431282366,1.8,14,99889957,D
L,-0.067145948,1.190986816,-0.004144422,-0.003652597,0.12139493,-0.142598821,0.017430947,0,-0.234567901,-0.127989433,0,-0.123509811,-0.462087642,-0.311403891,12,99889959,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.234567901,-0.127989433,0,-0.123509811,-0.462087642,-0.311403891,14,99889959,D
L,-0.067145948,1.190986816,-0.004144422,-0.003652597,0.12139493,-0.142598821,0.017430947,0,-0.974986406,0.095548586,0,0.614205416,-0.170653338,0.292978208,12,99889960,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.974986406,0.095548586,0,0.614205416,-0.170653338,0.292978208,14,99889960,D
L,0.031042654,-0.028768545,-0.016133149,0,-0.138211627,-0.11679015,-0.132464146,0,0,-0.132776641,0,-0.269156544,-0.369679109,0,10,99889969,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0,-0.132776641,0,-0.269156544,-0.369679109,0,14,99889969,D
L,0.006036375,-0.001355807,0.186037861,0,0.445190796,0.046923641,0.589090077,0,0,-0.114662118,0,-0.04011065,0,0,6,99890000,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0,-0.114662118,0,-0.04011065,0,0,14,99890000,C
L,0.006036375,-0.001355807,0.186037861,0,0.445190796,0.046923641,0.589090077,0,0,0.40578614,0,0.701680672,0.487757101,0.45,6,99890019,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0,0.40578614,0,0.701680672,0.487757101,0.45,14,99890019,C
L,0.572080887,0.308071247,-0.10534707,-0.205627706,-0.110772525,0.175136612,1.37011518,1.716242661,0.174067496,-0.248635737,0,-0.082412698,-0.020154818,-0.185185185,2,99890022,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,1.716242661,0.174067496,-0.248635737,0,-0.082412698,-0.020154818,-0.185185185,14,99890022,C
L,-0.067145948,1.190986816,-0.004144422,-0.003652597,0.12139493,-0.142598821,0.017430947,0,-0.300221668,0.243902439,0,0.085381429,0,0.408345753,12,99890032,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,-0.300221668,0.243902439,0,0.085381429,0,0.408345753,14,99890032,D
L,0.031042654,-0.028768545,-0.016133149,0,-0.138211627,-0.11679015,-0.132464146,0,0.010629067,-0.113343715,0,0.001306506,-0.144963829,0,10,99890045,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,0,0.010629067,-0.113343715,0,0.001306506,-0.144963829,0,14,99890045,D
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,-0.273001311,0.27421988,0,-0.02240761,0,0,9,99890048,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,-0.273001311,0.27421988,0,-0.02240761,0,0,14,99890048,M
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,-0.666666667,-1,-0.201001033,0,-0.466880587,-0.107256333,-0.517630264,9,99890059,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,-0.666666667,-1,-0.201001033,0,-0.466880587,-0.107256333,-0.517630264,14,99890059,M
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,0,0,0,0,0,0,9,99890074,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0,0,0,0,0,14,99890074,M
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,0,0,0,-0.335507584,0,0,9,99890075,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0,0,-0.335507584,0,0,14,99890075,M
M,0,-0.107830271,0.074918305,0,-0.030739555,0.017541001,0.421743823,0,0,0,0,0,0,0,10,99890078,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0,0,0,0,0,14,99890078,M
M,0,-0.107830271,0.074918305,0,-0.030739555,0.017541001,0.421743823,0,0,0,0,0,0,0,10,99890079,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0,0,0,0,0,14,99890079,M
M,0,-0.199057233,30.11787086,0,0.292085273,-0.151985395,-0.018691589,0,0,0,0,0,0,0,11,99890081,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,0,0,0,0,0,14,99890081,M
M,0,-0.199057233,30.11787086,0,0.292085273,-0.151985395,-0.018691589,0,0,2.044596913,0,2.044596913,0,0,11,99890082,M
M,0.239107291,-0.062448903,4.256307406,0,0.014727159,0.004592278,-0.068950662,0,0,2.044596913,0,2.044596913,0,0,14,99890082,M
L,0.006036375,-0.001355807,0.186037861,0,0.445190796,0.046923641,0.589090077,0,0,0.405653471,0,0.481855835,-0.079537522,0,6,99890121,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,0,0,0.405653471,0,0.481855835,-0.079537522,0,14,99890121,C
L,-0.098642038,-0.086619014,-0.112915262,0,-0.003971726,0.044374501,-0.127844243,-0.174404273,-0.222321306,-0.2555013,0,-0.271073227,-0.216642755,-0.283538796,9,99890123,D
L,1.257317577,0.183054429,0.921473325,-0.01306718,0.029539055,-0.023813666,-0.06394735,-0.174404273,-0.222321306,-0.2555013,0,-0.271073227,-0.216642755,-0.283538796,14,99890123,D
L,-0.134304182,-0.07286916,0.100951816,0,0.228069787,0.221928589,0.13657786,-0.770745429,-0.285461569,0.186502782,0,0.26043724,0.461199537,0.362432565,7,99890124,C
L,0.036433969,0.03695889,0.067822873,-0.022847523,0.252073059,0.116797858,0.54254736,-0.770745429,-0.285461569,0.186502782,0,0.26043724,0.461199537,0.362432565,14,99890124,C
M,0.498140189,-0.00035,0.06608513,0,-0.073161395,0.058284731,-0.243631454,0,-0.292899408,0.512821517,0,0.096608866,-0.171672495,-1,9,99890132,M
